name_id,features
C_117,동학 1957은(는) 물맑은 충주에 자리잡은 고헌정영농조합법인에서 만든 청주이다. 2014년부터 호주 등 해외로 수출하고 있으며 2018년에는 평창 동계올림픽 공식 판매주로 선정되어 세계인의 입맛을 사로잡았다. 품질 좋은 국내산 쌀로 빚어 저온 냉동여과하여 숙성한 제품으로 쌀의 풍미가 한층 살아 있는 술이다.
C_118,마주 소곡주은(는) 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주이다. 직접 재배한 찹쌀과 모싯잎 등 재료와 우리밀 누룩을 사용하여 빚어낸 술이다. 강한 첫 맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급 원료를 사용하기 때문에 그 맛과 향이 뛰어나다. 술 맛이 뛰어나 한번 앉아서 마시기 시작하면 일어날 줄 모른다 하여 앉은뱅이술이라는 별칭도 가지고 있다.
C_119,"맑은 문희주은(는) 묵직하고 짙은 맛의 탁주를 자연침전과 오랜 숙성의 기다림으로 맑게 걸러낸 부드럽고 깊은 맛의 술이다. 13%의 도수로 목 넘김이 부드럽고 깔끔한 맛이 일품이다. 프리미엄 전통주 문희는 재료를 세 번 덧담금 하는 전통 삼양주 기법으로 90일에서 100일간을 숙성시켜 빚고 있는데, 인공 감미료를 전혀 쓰지 않고 유기농 햇 찹쌀과 전통누룩 그리고 천연 암반수로만 빚어 숙취가 없고 풍미가 상당히 뛰어나다."
C_120,"맑은내일 우포은(는)쌀과 밀누룩을 사용해 만든 약주에 창녕의 특산물 양파를 넣어 완성한 맑고 깔끔한 맛이 매력적인 약주이다. 양파를 원료로 완성해 말간 색을 띠고 있다. 2008년 환경올림픽이라 불리는 람사르총회 공식 건배주로 선정되었다. 제조사 우포의 아침은 술을 비롯해 발효 식초, 건강 음료, 양조발효 장아찌 등 발효식품 전문기업으로 고유의 발효기술을 기반으로 바이오기업으로 도약하고자 하는 미래형 양조장이다."
C_121,"맑은술 해밀은(는) 40 여년간 약주와 탁주, 한국와인 등 지역 농임산물을 활용하여 다양한 술을 빚어온 내변산양조장에서 2018년 새롭게 선보인 프리미엄 약주이다. 전라북도 부안의 1급수와 국내산 쌀로 빚은 막걸리를 맑게 짜낸 후 100일간 발효하고 이후 오크통에서 다시 한번 100일간 숙성한 제품이다. 오크통 숙성으로 은은한 스모크향이 일품이며 목넘김이 부드러워 색다른 약주의 맛을 경험할 수 있다."
C_122,"매실향기 담은 술은(는) 충북 청주시에 위치한 양조장 명세주가에서 국내산 쌀로 정성껏 빚어 발효시킨 동동주에 매실을 발효시켜 만든 효소액을 첨가하여 은은한 매실향이 매력적인 약주이다. 명세주가는 경영주가 청원생명쌀의 고장인 청원군 가덕면 한계리에서 농약을 사용하지 않고 우렁이 농법으로 친환경 재배한 지역 쌀을 원료로 막걸리, 약주, 증류주 등 다양한 제품을 생산하고 있다. 좋은 술을 만들기 위해서는 원재료비가 비싸더라도 좋은 재료를 사용해야 한다는 경영철학으로 맛과 품질에서 당당히 소비자에게 내놓을 수 있는 술을 빚고 있다."
C_123,면천두견주 360은(는) 국가무형문화재 86-2호 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.
C_124,면천두견주 700은(는) 국가무형문화재 86-2호 면천두견주는 고려의 개국공신인 복지겸의 전설과 관련이 있는 술이다. 찹쌀과 두견화라 불리는 진달래꽃을 섞어 빚는 술로 가양주(家釀酒)이며 가향주(加香酒)라고 할 수 있다. 양조 횟수로 분류하면 이양주(二釀酒)이며 밑술 빚는 날로부터 발효와 숙성에 이어 저장에 이르기 까지 100일간이라는 장기공정을 거치는 발효주로 색은 담황색이고 단맛이 돌면서 점성이 있는데 일반 곡주와 달리 신맛과 누룩 냄새가 거의 없고 진달래꽃 향기가 일품이다.
C_125,"명인 홍삼주은(는) 약효가 뛰어난 5년근 이상의 인삼을 저온 발효시켜 생산하는 한국을 대표하는 전통주이다. 삼국시대 백제 때부터 제조되었다고 구전되고 있으나, 기록에는 1399년 도승지와 이조판서를 지낸 김문기 가문에서 대대로 내려와 현재 16대손 김창수의 조모와 모친에 의해 전승 되었다. 16대손 김창수는 농림축산식품부에서 지정하는 식품명인 2호로 지정되었으며 금산인삼주의 맛과 품질을 계승하고 있다."
C_127,별바랑은(는) 안동 바랑골에서 농사를 지은 쌀과 5대째 내려오고 있는 발효기법이 합쳐져 만들어진 술이다. 바랑은 승려들이 등에 지고 다니는 자루 모양의 주머니를 뜻한다. 지역명과 술을 담는다는 주머니를 중의적으로 이름에 담고 있다. 시흥 삼해주 5대 이수자인 서규리 대표가 운영하는 금계당에서 빚는 수제 막걸리로 생쌀 발효의 특징을 담아내듯 담백하고 100일 숙성된 술답게 맛의 균형감도 잘 잡혀 있다. 안동 대구서씨 가문의 제주로 쓰이고 있는 술이다.
C_128,"방문주 약주은(는) 이름 그대로 술 빚는 방법대로 빚은 술을 뜻한다. 방문주는 주로 봄, 가을철에 빚는 술로 알려져 있는데, 문헌 및 가전비법에 따라 재료의 처리방법이 다양하므로, 술 빚기에 있어 까다로운 면이 없지 않다. 그러나 맛과 향, 알코올 도수의 함량 등에서 단연 특별하다 싶을 정도로 뛰어난 맛과 향취를 자랑한다."
C_129,"모을동주 약주은(는) 철원군농민회가 주축이되어 설립한 대작영농조합에서 생산한 철원 오대쌀 100%로 빚은 술이다. 찰지고 맛 좋기로 유명한 철원 오대쌀, 그러나 식생활의 변화로 쌀 소비는 줄어들고 귀한 쌀이 팔리지 않는 현실을 극복하고자 농민들이 의기투합하여 철원 오대쌀을 활용하여 부가가치 있는 술을 빚어 판매하기로 한다. 그 두번째 술인 모을동주 약주, 소주 제품이 출시된 후 강원도를 대표하는 또 하나의 술로 자리매김하고 있다."
C_130,모든날에은(는) 한계령 맑은물과 설악산아래 양양쌀로 빚은 정통삼양주로 자연의 맛과향의 무첨가 순곡주이다.
C_131,서주 16%은(는) 감자술을 한자로 적은 이름입니다. 일반 감자술 제품을 좀더 숙성 시키고 고급스러운 도자기에 담아낸 프리미엄 제품입니다. 국내 유일의 감자를 주원료로 만든 약주입니다. 강원도의 특산품 감자를 발효시켜 빚은 술로 감자와 곡물이 어우러져 은은한 향이 풍미를 더해 줍니다. 2018년에는 평창동계올림픽성공을 기념하기 위해 청와대 명절선물로 선정되기도 했습니다. 강원도 오대산에서 흘러내린 맑은 물 오대천과 고랭지에서 재배한 최상급 감자가 만나 강원도를 대표하는 감자술이 빚어졌습니다.
C_132,"석탄주 약주은(는) 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있습니다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 석탄향에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있습니다. 석탄주 약주 는 기록으로만 전해오던 가양주를 복원한 값진 술입니다."
C_133,설련주은(는) 식품명인 제74호로 지정된 곽우선 명인이 빚은 약주입니다. 진흙에서 피어도 깨끗한 백련처럼 세상을 살고자 했던 조상의 뜻을 잊지 않기 위해 백련꽃으로 술을 빚어 대대로 제사와 혼례에 마시던 술입니다. 직접 빚은 전통누룩을 이용하여 밑술과 두 차례의 덧술로 정성껏 빚은 삼양주입니다. 은은한 백련꽃 향이 살아있는 명술입니다.
C_134,세종 오가닉은(는) 100% 유기농 원료로 만든 Organic은 2014년 지역희망 박람회 지역특화상품전에서 최고상인 산업통상자원부 장관상을 받았습니다. 최고급의 재료만으로 빚는 술은 세계 유기농 엑스포 공식 건배주로도 사용된 술이며 유기가공 식품 인증과 품격을 갖춘 세련된 디자인은 마치 와인을 보는듯한 착각마저 일으킵니다. 단맛은 적으면서 깔끔해 부담없이 마시기도 좋습니다.
C_135,"신선주은(는) 오래전부터 약주를 장기간 복용하게 되면 늙지도 않고 머리가 검어지며, 동안이 되어 결국에는 신선처럼 된다는 전설이 내려옵니다. 신선주에는 능금, 신선초, 천궁, 구기자, 당귀솔잎, 대추, 인삼 등 몸에 좋은 다양한 약재가 들어가 있습니다. 신선주는 건강 증진의 목적과 함께 전염병에 대한 예방과 치료, 성인병으로 상징되는 혈환관계 질환과 신경관계 질환에 대한 예방과 치료, 강장 강정효과, 머리와 피부를 늙지 않고 윤택하게 만들어 주는 약재들이 들어간 약주입니다."
C_136,"애석은(는) 쌀과 누룩만으로 빚어낸 석탄주입니다. 석탄주는 애석할 석(惜)자 삼킬 탄(呑)으로서 옛 고서에서 술의 맛과 향이 우수하여 감히 삼키기가 아깝다라고 전해오고 있습니다. 임원십육지를 비롯해서 양주방, 음식방문, 조선무쌍신식요리제법 등 여러 고문에서 석탄향에 대한 기록을 찾을 수 있는 것으로 보아 당시에는 상당히 대중적인 술이었음을 알 수 있습니다. 애석은 기록으로만 전해오던 가양주를 복원한 값진 술입니다."
C_137,연천 연주은(는) 경기도 최북단 DMZ의 민통선에 위치한 연천양조장에서 연천 고래실논에서 재배되는 연천쌀과 누룩으로 빚은 연천 연주는 전통방식의 약주인데 단맛이 감하지 않아 마실 때 술과 안주를 부르는 맛입니다. 연주(戀酒)는 사랑스러운 뜻도 있지만 자기 돈 내고 마시고 싶은 술이란 의미도 지닙니다. 그 만큼 양조인 스스로도 고개가 끄덕여지는 술맛을 내겠다는 다짐으로 집어진 술입니다.
C_138,예담은 한산소곡주은(는) 국내산 찹쌀과 누룩을 주원료로 빚은 오랜 전통과 역사를 자랑하는 전통주입니다. 강한 첫맛과 함께 깔끔한 뒷맛을 가지고 있으며 고급원료를 사용하기 때문에 그 맛과 향이 어느 술보다 뛰어나다. 술맛이 뛰어나 한번 앉아서 마시기 시작하면 일어날줄 모른다하여 앉은뱅이 술이라는 별칭도 가지고 있습니다.
C_139,"예화은(는) 오랜 전통의 가야곡왕주가 대윤가야곡주조로 새출발을 하며 현대적 감성을 가진 진화하는 전통주 상품개발의 일환으로 선보인 제품입니다. 엄선된 우리 쌀과 야생 국화, 구기자로 정성껏 빚어낸 약주에 물엿과 사과 엑기스로 풍미를 더합니다. 예화는 현대인의 식생활 패턴을 반영, 기존 왕주 제품을 아스파탐과 같은 인공감미료를 전혀 사용하지 않고 물엿과 사과 엑기스를 사용하여 타사 제품 대비 낮은 당도와 깔끔한 맛은 물론 숙취까지 적은 고급 약주입니다."
F_001,"레인보우은(는) 국내산 포도,복숭아,블루베리,아로니아,사과,자두,머루를 도란원만의 특별한 제조법으로 빚어 새콤달콤한 과일 향의 풍미와 은은한 단 맛과 산미,부드러운 목 넘김이 좋습니다."
F_002,복숭아와인은(는) 투명하고 은은한 복숭아 향이 살아있는 산뜻한 바디감의 화이트 와인입니다.
F_003,애플린은(는) 향긋한 아로마 향과 목 넘김이 부드러운 깔끔한 스위트 와인으로 인기가 많은 와인입니다.
F_004,딸기 스파클링와인은(는) 직접 재배한 딸기만을 가지고 특허받은 딸기와 인 제조법으로 만든 와인입니다.
F_005,"애플블랑은(는) 향긋한 사과향이 코 끝을 자극하며, 입안에서 퍼지는 낭만적인 달콤함과 연이어 찾아오는 부드러운 목 넘김을 경험해 보세요."
F_006,"홍시은(는) 농축된 홍시의 단맛이 입안을 메우지만 잔상이 길지 않아 부담 없고, 후미에 씁쓸한 알코올 맛이 올라와 밸런스를 이룹니다."
F_007,레돔 레드와인은(는) 복분자와 체리와 같은 작고 붉은 열매 향이 나며 적절한 바디감과 부드러운 탄닌으로 편하게 마실 수 있는 레드와인입니다.
F_008,산머루주은(는) 당도가 높고 과즙이 풍부하여 머루의 깊은 향과 맛을 느낄 수 있습니다.
F_009,부안 참뽕주은(는) 6월에 바로 수확한 부안의 햇오디만을 사용하여 내변산 양조장만의 특별한 발효과장을 통해 오크 숙성하여 빚은 깊은 풍미를 내는 부안 참뽕 와인입니다.
F_010,허니문배은(는) 신선한 국산 배즙과 달달한 꿀이 만나 완성된 스위트 배 사이더입니다.
F_011,프렌치 린넨은(는) 청포도의 상큼함과 자몽의 새콤한 밸런스를 바질 향이 깔끔하게 잡아줍니다.
F_012,고창 복분자주 특4호은(는) 차게 해서 드시면 복분자 특유 적당한 단맛과 드라이한 맛이 어우러진 특별한 향미를 즐기실 수 있습니다.
F_013,"2016년산 하미앙 스위트은(는) 지리산 해발 500고지 이상에서 재배하는 산머루로 만든다. 지리산은 낮과 밤의 일교차가 크고 강수량이 적당하며, 게르마늄 지대의 토질로 게르마늄 성분이 풍부해 산머루의 당도가 높고 맛과 향이 좋다. 2016년 수확한 산머루를 정통발효공법으로 지하숙성실에서 장기숙성한10.5%의 부드러운 와인으로 산머루 특유의 그윽한 향취가 살아있다."
F_014,"2016년산 하미앙 드라이은(는) 지리산 해발 500고지 이상에서 재배하는 산머루로 만든다. 지리산은 낮과 밤의 일교차가 크고 강수량이 적당하며, 게르마늄 지대의 토질로 게르마늄 성분이 풍부해 산머루의 당도가 높고 맛과 향이 좋다. 2016년에 수확한 머루를 정통발효공법으로 지하숙성실에서 장기숙성한12%의 드라이 와인으로 산머루 특유의 그윽한 향취와 깔끔함이 특징이다."
F_015,"2018년산 하미앙 오크와인은(는) 지리산 해발 500고지 이상에서 재배하는 산머루로 만든다. 지리산은 낮과 밤의 일교차가 크고 강수량이 적당하며, 게르마늄 지대의 토질로 게르마늄 성분이 풍부해 산머루의 당도가 높고 맛과 향이 좋다. 2008년에 수확한 산머루를 상등액(침전물이 없는 액체의 맑은 부분)만 골라 오크통에서 숙성하여 색은 더 진하고 향이 풍부한 프리미엄 와인이다."
F_016,너브내 스파클링 화이트은(는) 진한 머스캣향과 향긋한 과일향이 풍부하고 산미의 조화가 돗보이는 와인으로 한가지 향만을 지난 단순함에서 벗어나 오감을 통한 다양함을 즐길수 있다.
F_017,"너브내 로제 스파클링은(는) 딸기, 살구, 붉은 꽃과 은은한 모과 향, 나무 향, 은은한 단 향기가 느껴진다. 곶감 등 건조된 과일의 향도 느낄 수 있으며 오프 드라이한 와인이다. 과숙된 포도의 단맛과 향기가 나며, 프레시한 아로마보다 조금 숙성된 부케가 느껴지는 와인이다."
F_018,"산막와이너리, 라라은(는) 한국 와인의 메카, 영동 지역 와인이다. 생산자인 산막와이너리에서 청수 포도를 직접 재배하고 가공하여 만들고 있다. 저온침용을 통해 향을 보존함으로써 매력적인 향과 깔끔한 맛을 내는 것이 특징이다."
F_019,"산막와이너리, 화몽은(는) 산막와이너리에서 최초로 생산한 와인입니다. 산뜻하고 신선한 스타일의 향기로운 레드 드라이 와인으로 화려한 과일향과 자연의 향미가 깔끔하게 담겨 있습니다. 가벼운 바디감과 캠벨 얼리 특유의 아로마가 한식과 잘 어울립니다."
F_020,"산막와이너리, 비원은(는) 산막와이너리의 비원은 산머루와 캠벨의 이상적인 조화로 탄생한 블렌디드 레드와인이다. 독특한 향미와 세련된 밸런스가 돋보이는 와인이다. 스테인레스 스틸 탱크에서 18개월 이상 숙성된 비원2018은 아직도 충분한 잠재력을 품고 있는 와인이다. 산막와이너리가 추구하는 와인을 향한 열정을 그대로 담아낸 레드와인인 비원은 향, 산미, 달콤함, 타닌이 적정하게 균형을 이루고 있다."
F_021,"산막와이너리, 비원퓨어은(는) 산막와이너리의 비원퓨어는 산머루 100%로 만들어진 진한 풍미와 다양한 맛과 향을 가진 장기 숙성 가능 와인이다. 기분좋은 산미와 타닌감, 꽃향과 초컬릿, 붉은 열매류의 향이 풍성하게 담겨있다. 균형잡힌 맛과 이상적인 품질을 갖춘 와인이라고 감히 자부할 수 있다."
F_022,"산막와이너리, 아로퓨어은(는) 산막와이너리의 아로퓨어는 빛나는 루비빛을 띠고 있다. 투명도가 좋은 고품질 와인이며, 기분좋은 아로마가 가득 담겼다. 나무향, 흙향, 허브향, 졸인 붉은 열매향과 함께 자연의 향이 매력적인 와인이다."
F_023,"산막와이너리, 미은(는) 청포도 청수가 산머루, 캠벨 얼리와 함께 블렌딩되어, 청포도의 향미를 뽐내는 레드 와인이다. 청포도와 함께 숙성하여 달콤한 풍미를 지닌 스위트 레드와인으로서 산막와이너리만의 블렌딩방식으로 숙성, 가공하여 붉은 과일, 청포도의 맛이 살아있는 와인이다."
F_024,"붉은진주 머루와인 드라이은(는) 일반 머루주와는 달리, 머루와인 Red Pearl은 엄선된 머루 원료100%를 발효한 순수 와인으로써, 알콜을 활용하여 추출한 머루주와는 품격을 달리한다. 덕유산과 백두대간이 지나는 깨끗한 자연에서 자란 머루는 높은 일교차로 당도가 높고 색상이 짙다."
F_025,붉은진주 머루와인 스위트은(는) 덕유산과 백두대간이 지나는 깨끗한 자연에서 자란 머루는 높은 일교차로 당도가 높고 색상이 짙다. 붉은진주는 덕유산 자락에서 자리잡은 청정지역과 지리적표시인증을 특한 무주를 대표하는 친환경산머루와인이다.
F_026,"뱅꼬레 더감은(는) 강렬한 햇빛으로 좋은 과일이 만들어지는 청정 영천에서 직접 재배한 감으로 만든 와인. 화려한 황금빛, 열대과일향, 꽃향기가 느껴지며,  감의 떫은 맛을 내는 탄닌으로 인한 바디감과 매끄러운 촉감이 특징이다. 우아하게 균형잡힌 당도와 산도가 매력적인 와인이다."
F_027,"크라테 화이트스위트은(는) 크라테 화이트스위트 한국 농진층에서 개발한 청수 100% 만든 와인이다. 향긋한 아카시아 꿀과 잘익은 배향,청사과,레몬,청포도와 같은 향이 특징이다, 상큼하고 달콤한 맛과 싱그러운 청량감이 매력적은 와인으로 누구나 편안하게 먹을 수 있고, 11.5% 알코올 화이트의 색과 맛 향이 살아 있는 와인이다."
F_028,크라테 미디엄드라이은(는) 아시아 원산지 토착품종으로 비티아무렌시스 계통의 당도와 산도가 높은 우리나라 포도를 대표하는 주요 레드와인 품종 산머루이다. 3년이란 긴 시간동안 숙성기간을 거처 만드는 크라테((kraté)는 와인 매이커의 철학과 고집이 담긴 유기농 빈티지와인이다. 산머루크라테 미디엄 드라이는 산도와 배리향이 잘 갖춰진 와인으로 미디엄 드라이 느낌으로 입안에 넣는 순간 기분이 좋아지는 단맛을 가지고 있습니다. 11.5% 알코올 레드와인 색과 맛 향이 살아 있는 와인이다.
F_029,고도리 아이스 와인 망고와인은(는) 청정지역 고경면 고도리에서 직접 재배한 MUSCAT BAILEY A(머루포도)  초겨울 포도를 따서 만든 고급와인으로 아직 국내수입이 80%가 캐나다산이지만 국내기술력으로 승화시켜 최고의 디저트와인이다. 포도밭에서 얼어있는 포도를 딴 다음 해동되기 전에 짜내서 만드는 맛 좋은 디저트 와인이다.
F_030,문앞에봄은(는) 싱그러운 첫맛과 바질로 마무리되는 끝 맛이 조화로운 문앞에 봄은 긴 겨울 끝 어느새 성큼 다가오는 따스한 봄처럼 상큼한 사이더이다. 깔끔하고 고퀄리티의 국산 과실주를 맛볼 수 있는 전통주다.
F_031,"명가원 산머루주은(는)덕유산 자락에서 난 머루만을 고집하여 정성으로 빚은 과실주이다. 입에 머금는 순간 머루 특유의 상큼함과 깨끗함, 고유의 향기를 느끼실 수 있으며, 머루 특유의 독특한 맛과 향을 잘 살린 머루주이다."
F_032,시은(는) 눈꽃속에 피어난 논산 딸기향을 오롯이 담아낸 내국동주시 꽃향기 가득한날 사랑하는 사람을 만나러가는 설레이는 순간처럼 달콤함과 싱그러움을 담았다.
F_033,김천대학교 자두사랑 자두와인은(는) 경북 김천 지역 술로 전국에서 가장 많은 자두를 재배하고 있는 자두 특구인데요. 김천의 품질 좋은 자두와 김천대학교의 양조기술이 결합하여 자두와인이 탄생했다. 김천대학교 자두사랑 자두와인은 자줏빛을 띄는 진한 선홍색의 색감에 향긋한 자두 향과 입안 가득한 탄닌이 잘 어우러져 있는 미디움 바디 와인이다.
F_034,"오롯이 복숭아은(는) 세종시 마을기업 솔티마을’에서 만든 100% 핸드메이드 스파클링 와인이다. 지역 내에서 재배되는 복숭아 중 살짝 흠집이 생겨 판매가 어려워지거나, 색이 예쁘지 않은 복숭아들을 모아 만든다. 과육 통째로 발효 과정을 거치기 때문에 와인에 복숭아의 맛과 향이 가득하고, 탄산을 주입하여 청량감 있게 즐길 수 있다."
F_035,"로제사이더 오미한잔은(는) 새콤달콤하고 풍미가 깊은 오미한잔은 문경사과로 만든 애플사이더가 베이스고, 여기에 오미자를 추가하여 만들었다. 사과즙, 오미자, 효모만 들어가고 합성 착향료를 사용하지 않아 깨끗하고 청량한 맛을 느낄 수 있다."
F_036,"PS 애플시드르은(는) 시나브로 와이너리는 농가형 와이너리로, 우리나라에서는 처음으로 온 가족이 국제소믈리에협회 인증 소믈리에 자격을 획득하였다. 나도 모르는 사이 조금씩’이라는 순우리말 시나브로 뜻처럼, 소비자가 와인에 시나브로 반하는 것을 모토로 하고 있다. 피에스 애플 시드르 와인은 사과의 풍부한 맛과 향을 깔끔하게 녹여낸 스파클링 와인이다."
F_037,붉은진주머루와인은(는) 서양에서는 오래전부터 포도와인을 마셨듯이 우리나라에서는 신라시대 때부터 산에서 자라는 야생 포도인 머루를 발효하여 머루주를 마셨다고 한다. 우리 고유의 민속주인 머루주가 붉은진주 머루와인’으로 재탄생했다.
F_038,"너브내스파클링사과와인은(는) 전통방식 그대로 첨가물없이 쌀, 누룩, 물 3가지 재료만 사용하는 눈내린여름밤 막걸리는 찹쌀 로스팅 과정을 통해 곡물의 구수함, 견과류의 고소함, 달콤한 커피향에 이르는 다채로운 맛을 담았다. 막걸리는 하얗다는 고정관념을 깬 막걸리로, 코코아 빛깔이 특징이다."
F_039,"크라테 자두와인은(는) 1년이란 긴 시간동안 숙성기간을 거처 만드는 크라테((kraté)는 와인 매이커의 철학과 고집이 담긴 유기농 빈티지와인이다.크라테 자두와인은 잘익은 김천자두만을 선별하여 저온발효시킨 와인이다,인위적인 자두향을 사용하지 않은 와인으로 자두 본연의 달콤한맛과 향이 살아잇으며 자꾸마시고 싶은 감칠맛나는 깔금한 피니쉬하며,.8.5% 알코올 자두와인 색과 맛 향이 살아 있는 와인이다."
F_040,"산막와이너리, 초련은(는) 산머루와 캠벨의 이상적인 조화로 탄생한 블렌디드 레드와인이다. 독특한 향미와 세련된 밸런스가 돋보이는 와인이다. 스테인레스 스틸 탱크에서 18개월 이상 숙성된 초련2018은 아직도 충분한 잠재력을 품고 있는 와인이다. 산막와이너리가 추구하는 와인을 향한 열정을 그대로 담아낸 레드와인인 초련은 향, 산미, 달콤함, 타닌이 적정하게 균형을 이루고 있다."
F_041,"인사이더 블루베리은(는) 블루베리가 들어간 애플사이더로, 은은한 블루베리와 사과향을 즐길 수 있다. 눈과 입을 모두 만족시킬 수 있는 은은한 노란빛의 맑고 투명한 사이더를 담았다. 3%의 낮은 도수와 달콤한 맛으로 가볍게 마시기 좋다."
F_042,위 (we)레드 (2018)와인은(는) 씨엘 위 레드 와인 2018은 오크향이 베인 나무향과 붉은 과일 맛의 균형감이 좋은 와인이다. 강한 바디감과 함께 당도가 높지 안고 산미와 탄닌감이 잘 느껴진다.
F_043,"꽃 와인은(는) 이육사 시인 고장 마을 주민들이 직접 키운 청포도로 생산한 와인으로, 원료로 쓰이는 품종인 청수는 국내에서 개발되어 우리 기후와 풍토에 적합하다."
F_044,오계리 아이스와인은(는) 경북 영천에서 직접 재배한 포도로 만든 오계리 와인은 풍부한 과실향과 아름다운 빛을 띄는 프리미엄 와인이다. 초겨울 언 상태의 포도로 만든 아이스 와인은 당도가 높아 달콤한 맛이 매력적이다.
F_045,"에델 스위트와인은(는) 순수하고 깔끔한 맛과 풍부한 매화향을 느낄 수 있는, 첨가물이 없는 매실와인이다. 술에 약하신 분들에게 추천하는 것으로 단맛을 강하게 느낄 수 있으며 목 넘김이 부드럽다. 디저트 와인으로 적당하다."
F_046,"에델 미디움 스위트와인은(는) 순수하고 깔끔한 맛과 풍부한 매화향을 느낄 수 있는, 첨가물이 없는 매실와인이다. 맑고 투명한 황금빛의 찬란함을 먼저 눈으로 맛볼 수 있다. 새콤한 맛이 퍼지고 이내 깔끔하게 넘어간다."
F_047,맑은내일 Winery 단감명작은(는) 원물 그대로 발효하여 본래의 맛을 최대로 살리며 영양성분 또한 최대로 추출한다. 부담 없이 즐길 수 있는 알코올 도수 7도에 질감도 맛도 가볍고 산뜻하다. 당도는 적절하고 신맛은 기분 좋게 다가와서 식전주로 입맛을 돋우기에 좋다.
F_048,고도리 샤인머스캣 화이트와인은(는) 직접 농사지어 GAP인증받은 포도로 10월 중순 포도가 잘 익었을때 수확하여 당일 수확한 포도를 재경파쇄를 거쳐 발효 및 숙성시켜 만든 와인으로 샤인머스켓 특유의 향과 맛이 나는 와인이다.
F_049,"소백산(샤토소백) 스위트 레드와인은(는) 다른 떼루아 다른 맛과 향기, 소백산자연을 그대로 담은 명품 한국와인이다. 우리나라 캠벨포도 본연의 달콤한 맛과 향 그리고 부드러운 목넘김이 특징이다."
F_050,미르아토 로제와인은(는) 부드러운 향과 달콤함이 최상인 제품이다. 샤인머스켓을 첨가하여 쓰지 않고 달콤하며 특유의 알코올 냄새가 없어 호불호가 많이 없는 와인이다. 상큼한 향과 영롱한색상까지 품어 아름답다.
F_051,"고도리 로제와인은(는) 화사한 핑크빛 색감이 예쁜 로제 와인으로, GAP인증을 받은 거봉 포도를 10월 중순에 수확하여 포도 껍질을 2일 동안 주스에 침용하였다가 껍질을 분리하여 화이트처럼 발효시킨 와인이다."
F_052,"끌로너와 스위트와인은(는) 끌로너와 와인은 너와마을 주민이 직접 재배한 유기농, 무농약 머루로 정성스럽게 빚은 고급 와인이다. 강하게 밀려오는 향기와 진하고 순수한머루에 향기와 맛이 계속 입안에 남아 머무르는 느낌을 받는다."
F_053,"포엠 화이트와인은(는) 청수와 나아이가라를 블랜딩하여 만든 세미 스위트와인으로, 청포도의 새콤하면서도 깔끔한 맛과 향이 부드럽고 달콤하며 균형감이 좋다. 옐로 다이아몬드의 색을 그대로 가진 화이트 와인이다. 달콤함과 산뜻함을 가진 향, 더불어 잘 익은 청포도의 향이 뒷받쳐 준다. 입속에 머금은 순간 잘 익은 포도를 깨무는 듯한 식감이 펼쳐지며 마지막에 떨어지는 신맛은 식욕을 더욱 돋우는 매력이 있다."
F_054,"포엠 로제와인은(는) 옅은 핑크빛이 도는 스위트 와인으로, 장미향이 은은하게 나는 달콤한 디저트와인이다. 당도와 산도의 밸런스가 좋아 깔끔하고 뒷맛이 좋은 와인이다. 레드 다이아몬드의 색을 가진 와인으로 향이 바로 치고 오지는 않지만, 잔잔히 올라오는 포도향이 좋다. 살짝 입을 대면 향에서 숨겨졌던 잘 익은 포도 맛이 그대로 올라온다. 떫은맛, 타닌감, 산미는 지극히 적지만, 이 맛 하나로도 충분히 맛을 표현하고 있다."
F_055,신애유자은(는) 지역산 꿀과 생강즙에 로즈마리 향과 신안군 천일염으로 마무리되는 밸런스가 일품인 미디움 드라이 사이더이다. 상큼한 유자의 첫맛이 지나고 나면 생강과 로즈마리의 은근한 풍미가 산뜻함을 전해준다.
F_056,멜론서리은(는) 멜론을 갓 짜내 마시듯 자연스러운 달콤함을 맛볼 수 있는 미디엄 스윗 사이더이다. 첫 맛은 멜론의 달콤함이 맞이하고 끝 맛은 민트의 상쾌함으로 마무리된다.
